#	Trait	SNP rs	Context	Gene	Gene ID	Gene 2	Gene ID 2	Chromosome	Location	P-Value	Source	PubMed	Analysis ID	Study ID	Study Name	Population
14	Coronary Disease	453619	intergenic	RNA5SP326	100873592	MAPKAPK5P1	100533849	10	108154170	9.1590000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
15	Anxiety	17420782	intergenic	ATP6V0E1P4	100874504	TRABD2B	388630	1	47553550	9E-6	NHGRI	24047446				European
16	Anxiety Disorders	241257	intergenic	LINC01134	100133612	AJAP1	55966	1	4554762	9E-6	NHGRI	25390645				African|European|African American
17	Anxiety Disorders	11581859	intergenic	SNX7	51375	LPPR5	163404	1	98809579	9E-6	NHGRI	26989097				European
18	Anxiety Disorders	17548918	intergenic	RNY4P22	100873800	VENTXP7	391518	3	21338599	9E-6	NHGRI	25390645				African|European|African American
19	Anxiety Disorders	4736192	intergenic	COL22A1	169044	KCNK9	51305	8	138967582	9E-6	NHGRI	25390645				African|European|African American
20	Coronary Disease	7586970	missense	TFPI	7035	TFPI	7035	2	187478770	9E-6	NHGRI	21378988				South Asian|Asian|European
21	Depression	11006923	intron	MPP7	143098	MPP7	143098	10	28216015	9E-6	NHGRI	22005930				African|European|African American|Indian American
22	Depressive Disorder	17420782	intergenic	ATP6V0E1P4	100874504	TRABD2B	388630	1	47553550	9E-6	NHGRI	24047446				European
23	Depressive Disorder	2377360	intron	ESRRG	2104	ESRRG	2104	1	217027541	9E-6	NHGRI	23377640				European
24	Depressive Disorder	13072940	intergenic	HSPD1P6	645548	TRANK1	9881	3	36801132	9E-6	NHGRI	23453885				European
25	Depressive Disorder	13074924	intergenic	NLGN1	22871	RPL8P4	402150	3	174311255	9E-6	NHGRI	20516156				European
26	Depressive Disorder	7742824	intergenic	RPL29P16	100131206	MRPL14	64928	6	44097574	9E-6	NHGRI	23377640				European
27	Depressive Disorder	9386749	intron	LINC00222	387111	LINC00222	387111	6	108752513	9E-6	NHGRI	27723809				East Asian|European
28	Depressive Disorder	4709845	intergenic	QKI	9444	C6orf118	168090	6	164479565	9E-6	NHGRI	20516156				European
29	Depressive Disorder	2462686	intergenic	IGFBP3	3486	FTLP15	442304	7	45942861	9E-6	NHGRI	23377640				European
30	Depressive Disorder	2017305	intergenic	DDX50	79009	DDX21	9188	10	68952306	9E-6	NHGRI	20800221				European
31	Depressive Disorder	4625554	intergenic	CCND2	894	TIGAR	57103	12	4307138	9E-6	NHGRI	23377640				European
32	Depressive Disorder	10744304	intron	LOC101927616	101927616	LOC101927616	101927616	12	127329196	9E-6	NHGRI	20800221				European
33	Depressive Disorder	9572423	intergenic	ATXN8OS	6315	MTCL1P1	100288130	13	70272071	9E-6	NHGRI	20125088				European
34	Depressive Disorder	1533087	intergenic	TCF15	6939	SRXN1	140809	20	614136	9E-6	NHGRI	23453885				European
35	Heart Failure	17159640	intron	IFRD1	3475	IFRD1	3475	7	112446278	9E-6	NHGRI	20400778				African|European
36	Heart Failure	740363	intron	HSPA12A	259217	HSPA12A	259217	10	116816095	9E-6	NHGRI	17903304				NR
37	Stress Disorders, Post-Traumatic	61793204	intergenic	PCDH7	5099	MAPRE1P2	642305	4	31288660	9E-6	NHGRI	26114229				European|Hispanic
38	Stress, Psychological	13115750	intergenic	LINC00290	728081	LOC90768	90768	4	181559422	9E-6	NHGRI	25271088				East Asian|African|European|African American|Hispanic
39	Coronary Disease	1538136	intergenic	ZNF326	284695	BARHL2	343472	1	90573802	8.9960000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
40	Stress Disorders, Post-Traumatic	7032966	intergenic	TMEM252	169693	PIP5K1B	8395	9	68596686	8.9580000E-006	dbGaP	20616382	3868	864	Genomic Predictors of Combat Stress Vulnerability and Resilience	European|African American|Hispanic|Indian American|East Asian
41	Coronary Artery Disease	1153623	UTR-3	ST8SIA3	51046	ST8SIA3	51046	18	57361420	8.7860000E-006	dbGaP	0	3030	221	NHLBI Family Heart Study (FamHS)	European
42	Coronary Disease	10463247	intergenic	TRC-ACA1-1	100189508	GRIA1	2890	5	153439377	8.7750000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
43	Depression	4682536	UTR-3	ZBTB20	26137	ZBTB20	26137	3	114331760	8.708e-006	dbGaP	0	2979	338	National Institute on Aging (NIA) SardiNIA Study	European
44	Coronary Artery Disease	12601110	intron	PROCA1	147011	PROCA1	147011	17	28708317	8.6440000E-006	dbGaP	0	3032	221	NHLBI Family Heart Study (FamHS)	European
45	Coronary Artery Disease	491062	intron	CTNNA2	1496	CTNNA2	1496	2	79991858	8.5820000E-006	dbGaP	0	3032	221	NHLBI Family Heart Study (FamHS)	European
46	Coronary Artery Disease	10951141	intergenic	KIAA0087	9808	C7orf71	285941	7	26573939	8.3800000E-006	dbGaP	0	3030	221	NHLBI Family Heart Study (FamHS)	European
47	Coronary Disease	1329461	intron	LPPR5	163404	LPPR5	163404	1	98931057	8.2890000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
48	Stress Disorders, Post-Traumatic	6419403	intergenic	VN1R57P	100312809	CCDC59	29080	12	81895259	8.2740000E-006	dbGaP	20616382	3868	864	Genomic Predictors of Combat Stress Vulnerability and Resilience	European|African American|Hispanic|Indian American|East Asian
49	Coronary Artery Disease	10929056	intergenic	HSPA8P10	100420004	SH3BP4	23677	2	234805369	8.1740000E-006	dbGaP	0	3030	221	NHLBI Family Heart Study (FamHS)	European
50	Coronary Artery Disease	12602520	missense	KIAA0100	9703	KIAA0100	9703	17	28628312	8.1380000E-006	dbGaP	0	3032	221	NHLBI Family Heart Study (FamHS)	European
51	Coronary Disease	13259351	intergenic	MAPRE1P1	80327	LOC401478	401478	8	136332280	8.0720000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
52	Heart Failure	4920425	intergenic	ACTL8	81569	IGSF21	84966	1	18081645	8.0647068E-006	dbGaP	0	2884	226	STAMPEED: Cardiovascular Health Study (CHS)	European
53	Anxiety	3950186	intergenic	ADTRP	84830	HIVEP1	3096	6	11811081	8E-6	NHGRI	24047446				European
54	Anxiety	3798943	intron	AGPAT4	56895	AGPAT4	56895	6	161254459	8E-6	NHGRI	24047446				European
55	Anxiety Disorders	13432654	intergenic	TBR1	10716	AHCTF1P1	285116	2	161443775	8E-6	NHGRI	26989097				European
56	Anxiety Disorders	6799682	intron	LINC00578	100505566	LINC00578	100505566	3	177458728	8E-6	NHGRI	25390645				African|European|African American
57	Cardiac Conduction Defect	17029069	intron	KCND3	3752	KCND3	3752	1	111921754	8E-6	NHGRI	22683750				European
58	Depression	17716202	intergenic	RPL26P19	441073	MAP3K1	4214	5	56609071	8E-6	NHGRI	22005930				African|European|African American|Indian American
59	Depression	11252926	intron	DIP2C	22982	DIP2C	22982	10	520439	8E-6	NHGRI	22005930				African|European|African American|Indian American
60	Depression	3764640	intron	STK11	6794	STK11	6794	19	1207239	8E-6	NHGRI	22005930				African|European|African American|Indian American
61	Depressive Disorder	6435387	intron	KIF5C	3800	KIF5C	3800	2	149008736	8E-6	NHGRI	23453885				European
62	Depressive Disorder	7597593	intron	ZNF804A	91752	ZNF804A	91752	2	184668853	8E-6	NHGRI	23453885				European
63	Depressive Disorder	3791556	intron	HDAC4	9759	HDAC4	9759	2	239191276	8E-6	NHGRI	23453885				European
64	Depressive Disorder	1395241	intron	FAT4	79633	FAT4	79633	4	125438301	8E-6	NHGRI	20351715				European
65	Depressive Disorder	360932	intergenic	RNA5SP169	100873434	FBXW7	55294	4	151987017	8E-6	NHGRI	23453885				European
66	Depressive Disorder	3950186	intergenic	ADTRP	84830	HIVEP1	3096	6	11811081	8E-6	NHGRI	24047446				European
67	Depressive Disorder	3798943	intron	AGPAT4	56895	AGPAT4	56895	6	161254459	8E-6	NHGRI	24047446				European
68	Depressive Disorder	10250997	intergenic	MTPN	136319	PSMC1P3	392100	7	136461788	8E-6	NHGRI	23453885				European
69	Depressive Disorder	2721937	intron	TRPS1	7227	TRPS1	7227	8	115621472	8E-6	NHGRI	22472876				European
70	Depressive Disorder	7849973	intron	LINC01239	441389	LINC01239	441389	9	22819577	8E-6	NHGRI	23453885				European
71	Depressive Disorder	12552369	intron	AK8	158067	AK8	158067	9	132757106	8E-6	NHGRI	23377640				European
72	Depressive Disorder	11055387	intergenic	EMP1	2012	LINC01559	283422	12	13367062	8E-6	NHGRI	23377640				European
73	Depressive Disorder	1457614	intergenic	RNA5SP353	100873613	GRIN2B	2904	12	13488772	8E-6	NHGRI	23377640				European
74	Depressive Disorder	1262778	intron	DLEU1	10301	DLEU1	10301	13	50492487	8E-6	NHGRI	20351715				European
75	Depressive Disorder	974379	intergenic	HNRNPA1P71	100421433	TMCO5B	100652857	15	33212866	8E-6	NHGRI	23377640				European
76	Depressive Disorder	16973084	intron	LOC102724001	102724001	LOC102724001	102724001	15	81724277	8E-6	NHGRI	27529621				East Asian
77	Heart Failure	1008126	intron	RELN	5649	RELN	5649	7	103534997	8E-6	NHGRI	23934736				African|African American
78	Heart Failure	10988428	intergenic	LINC00963	100506190	NTMT1	28989	9	129576791	8E-6	NHGRI	23934736				African|African American
79	Heart Failure	11203032	intergenic	MIR4679-1	100616128	CH25H	9023	10	89204857	8E-6	NHGRI	20445134				African|European
80	Heart Failure	964611	intergenic	SLC12A1	6557	DUT	1854	15	48305317	8E-6	NHGRI	23934736				African|African American
81	Stress Disorders, Post-Traumatic	9725031	intergenic	DISC2	27184	SIPA1L2	57568	1	232308709	8E-6	NHGRI	24677629				European
82	Stress Disorders, Post-Traumatic	1915919	intron	KAT2B	8850	KAT2B	8850	3	20042389	8E-6	NHGRI	24677629				European
83	Stress Disorders, Post-Traumatic	16907840	intergenic	GAPDHP21	389970	ZWINT	11130	10	55789536	8E-6	NHGRI	23726511				African|European|African American
84	Stress, Psychological	7863100	intron	ADAMTSL1	92949	ADAMTSL1	92949	9	18640592	8E-6	NHGRI	25271088				East Asian|African|European|African American|Hispanic
85	Coronary Disease	13261516	intergenic	MAPRE1P1	80327	LOC401478	401478	8	136333827	7.9650000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
86	Coronary Artery Disease	9572557	intergenic	ATXN8OS	6315	MTCL1P1	100288130	13	70828238	7.8980000E-006	dbGaP	0	3030	221	NHLBI Family Heart Study (FamHS)	European
87	Coronary Artery Disease	17444315	intergenic	SHB	6461	ALDH1B1	219	9	38355793	7.6390000E-006	dbGaP	0	3032	221	NHLBI Family Heart Study (FamHS)	European
88	Anxiety	10086454	intron	ASAP1	50807	ASAP1	50807	8	130399003	7.62e-006	dbGaP	0	2973	338	National Institute on Aging (NIA) SardiNIA Study	European
89	Stress Disorders, Post-Traumatic	1995462	nearGene-3	TSPEAR	54084	TSPEAR	54084	21	44497708	7.6140000E-006	dbGaP	20616382	3868	864	Genomic Predictors of Combat Stress Vulnerability and Resilience	European|African American|Hispanic|Indian American|East Asian
90	Heart Failure	3805455	UTR-3	GABRP	2568	GABRP	2568	5	170813490	7.6015585E-006	dbGaP	0	2884	226	STAMPEED: Cardiovascular Health Study (CHS)	European
91	Stress Disorders, Post-Traumatic	6808835	nearGene-5	LOC102724297	102724297	LOC102724297	102724297	3	46408373	7.5840000E-006	dbGaP	20616382	3868	864	Genomic Predictors of Combat Stress Vulnerability and Resilience	European|African American|Hispanic|Indian American|East Asian
92	Stress Disorders, Post-Traumatic	6808835	cds-synon	CCRL2	9034	CCRL2	9034	3	46408373	7.5840000E-006	dbGaP	20616382	3868	864	Genomic Predictors of Combat Stress Vulnerability and Resilience	European|African American|Hispanic|Indian American|East Asian
93	Coronary Artery Disease	12214860	intron	FUT9	10690	FUT9	10690	6	96138240	7.4110000E-006	dbGaP	0	3030	221	NHLBI Family Heart Study (FamHS)	European
94	Coronary Disease	16945184	intergenic	LINC00380	101930747	LINC00379	100874150	13	91102945	7.3240000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
95	Heart Failure	2964519	intron	RANBP17	64901	RANBP17	64901	5	171287605	7.2253434E-006	dbGaP	0	2884	226	STAMPEED: Cardiovascular Health Study (CHS)	European
96	Stress Disorders, Post-Traumatic	859967	intergenic	NPM1P10	10837	HACE1	57531	6	104064967	7.1380000E-006	dbGaP	20616382	3868	864	Genomic Predictors of Combat Stress Vulnerability and Resilience	European|African American|Hispanic|Indian American|East Asian
97	Coronary Artery Disease	9826636	intron	EPHA6	285220	EPHA6	285220	3	96829012	7.1280000E-006	dbGaP	0	3030	221	NHLBI Family Heart Study (FamHS)	European
98	Heart Failure	17121271	intron	TUBGCP3	10426	TUBGCP3	10426	13	112569583	7.0889599E-006	dbGaP	0	2885	226	STAMPEED: Cardiovascular Health Study (CHS)	African American
99	Anxiety	17374749	intergenic	IL20RB	53833	RNA5SP142	100873409	3	137049168	7E-6	NHGRI	24047446				European
100	Anxiety Disorders	1551277	intron	PKD1L1	168507	PKD1L1	168507	7	47789719	7E-6	NHGRI	25390645				African|European|African American
101	Anxiety Disorders	12703441	intergenic	TAS2R38	5726	MOXD2P	100289017	7	142192907	7E-6	NHGRI	25390645				African|European|African American
102	Anxiety Disorders	17105932	intergenic	AASDHPPT	60496	GUCY1A2	2977	11	106672739	7E-6	NHGRI	25390645				African|European|African American
103	Anxiety Disorders	12850751	intergenic	MIR891A	100126341	ELL2P4	100128690	X	146055912	7E-6	NHGRI	26989097				European
104	Coronary Disease	17458018	intron	FN1	2335	FN1	2335	2	215420652	7E-6	NHGRI	22319020				European
105	Coronary Disease	10933436	intron	INPP5D	3635	INPP5D	3635	2	233133771	7E-6	NHGRI	21378990				European
106	Death, Sudden, Cardiac	5762311	intergenic	RPL15P22	100130624	MN1	4330	22	27694209	7E-6	NHGRI	21658281				European
107	Depression	16922670	intron	LINC01492	101928496	LINC01492	101928496	9	103261938	7E-6	NHGRI	22005930				African|European|African American|Indian American
108	Depressive Disorder	11587682	intron	PRPF3	9129	PRPF3	9129	1	150351808	7E-6	NHGRI	23453885				European
109	Depressive Disorder	1449984	intergenic	RNA5SP87	100873320	KLHL29	114818	2	23191780	7E-6	NHGRI	20800221				European
110	Depressive Disorder	7565792	intergenic	FOXN2	3344	PPP1R21	129285	2	48422566	7E-6	NHGRI	23453885				European
111	Depressive Disorder	17374749	intergenic	IL20RB	53833	RNA5SP142	100873409	3	137049168	7E-6	NHGRI	24047446				European
112	Depressive Disorder	604222	intergenic	OPA1-AS1	100873941	DPPA2P3	100128023	3	193865921	7E-6	NHGRI	23377640				European
113	Depressive Disorder	12500612	intergenic	ATP5LP3	53409	SOD3	6649	4	24739335	7E-6	NHGRI	23377640				European
114	Depressive Disorder	6534441	intergenic	TECRP2	391696	ANKRD50	57182	4	124494379	7E-6	NHGRI	23377640				European
115	Depressive Disorder	310501	intergenic	VCAN	1462	HAPLN1	1404	5	83594091	7E-6	NHGRI	20516156				European
116	Depressive Disorder	2326810	intron	LY86-AS1	285780	LY86-AS1	285780	6	6612234	7E-6	NHGRI	20038947				European
117	Depressive Disorder	2326810	intron	LY86	9450	LY86	9450	6	6612234	7E-6	NHGRI	20038947				European
118	Depressive Disorder	4741652	intergenic	SMARCA2	6595	VLDLR-AS1	401491	9	2194227	7E-6	NHGRI	23453885				European
119	Depressive Disorder	1612122	intergenic	RPL21P93	653665	LYZL1	84569	10	29002969	7E-6	NHGRI	20038947				European
120	Depressive Disorder	7069733	intron	NEURL1	9148	NEURL1	9148	10	103538013	7E-6	NHGRI	23453885				European
121	Depressive Disorder	11149178	intergenic	PWWP2AP1	100129459	ARF4P4	100129023	13	80783536	7E-6	NHGRI	23377640				European
122	Depressive Disorder	10520045	intergenic	MIR4510	100616293	COX6CP4	100288892	15	36021764	7E-6	NHGRI	20673876				European
123	Depressive Disorder	8058295	intron	GRIN2A	2903	GRIN2A	2903	16	9817529	7E-6	NHGRI	23453885				European
124	Depressive Disorder	7254215	intron	CLEC17A	388512	CLEC17A	388512	19	14602681	7E-6	NHGRI	23453885				European
125	Depressive Disorder	159788	intergenic	ADRA1D	146	RPL7AP12	128668	20	4371457	7E-6	NHGRI	23453885				European
126	Heart Failure	11118620	intron	HLX-AS1	100873924	HLX-AS1	100873924	1	220855166	7E-6	NHGRI	20445134				African|European
127	Heart Failure	2676917	intergenic	FAM43A	131583	XXYLT1	152002	3	195017144	7E-6	NHGRI	23934736				African|African American
128	Heart Failure	13225783	intergenic	RPL35P4	100271006	EIF4HP1	401316	7	27290437	7E-6	NHGRI	20445134				African|European
129	Heart Failure	4979906	intergenic	RNA5SP321	100873587	RBBP6P1	100129156	10	77684995	7E-6	NHGRI	20400778				African|European
130	Heart Failure	2486152	intron	SORCS1	114815	SORCS1	114815	10	106738320	7E-6	NHGRI	23934736				African|African American
131	Heart Failure	7120489	intron	PARVA	55742	PARVA	55742	11	12447850	7E-6	NHGRI	20400778				African|European
132	Heart Failure	8017423	intergenic	GLRXP2	171418	PSMC1	5700	14	90213566	7E-6	NHGRI	20400778				African|European
133	Stress Disorders, Post-Traumatic	1425392	intergenic	TECRL	253017	MTND5P13	100873272	4	64526494	7E-6	NHGRI	23726511				African|European|African American
134	Stress Disorders, Post-Traumatic	834811	intergenic	MTPN	136319	PSMC1P3	392100	7	136199823	7E-6	NHGRI	26114229				European|Hispanic
135	Coronary Disease	217598	intron	DGKB	1607	DGKB	1607	7	14900299	6.8730000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
136	Coronary Artery Disease	17135662	intergenic	LINC01007	100506527	MYL10	93408	7	101601694	6.8400000E-006	dbGaP	0	3032	221	NHLBI Family Heart Study (FamHS)	European
137	Coronary Artery Disease	567766	intron	LRRC55	219527	LRRC55	219527	11	57184291	6.7700000E-006	dbGaP	0	3032	221	NHLBI Family Heart Study (FamHS)	European
138	Coronary Artery Disease	1463342	nearGene-5	SLC38A11	151258	SLC38A11	151258	2	164955918	6.7380000E-006	dbGaP	0	3542	423	GWAS for Early Onset Coronary Disease (ADVANCE)	European
139	Coronary Artery Disease	1463342	intron	LOC101929633	101929633	LOC101929633	101929633	2	164955918	6.7380000E-006	dbGaP	0	3542	423	GWAS for Early Onset Coronary Disease (ADVANCE)	European
140	Heart Failure	11997468	intergenic	HNRNPA1P4	389674	RALYL	138046	8	82760507	6.7282498E-006	dbGaP	0	2884	226	STAMPEED: Cardiovascular Health Study (CHS)	European
141	Coronary Artery Disease	4908443	intron	CAMTA1	23261	CAMTA1	23261	1	7119661	6.6830000E-006	dbGaP	0	3030	221	NHLBI Family Heart Study (FamHS)	European
142	Coronary Disease	7789988	intergenic	TTC4P1	222052	HMGN1P19	100874445	7	46375723	6.6290000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
143	Coronary Disease	4613708	intron	CTNND2	1501	CTNND2	1501	5	11790444	6.4560000E-006	dbGaP	0	3910	930	CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology)	European
144	Stress Disorders, Post-Traumatic	2046050	intron	NDST4	64579	NDST4	64579	4	115043224	6.4520000E-006	dbGaP	20616382	3868	864	Genomic Predictors of Combat Stress Vulnerability and Resilience	European|African American|Hispanic|Indian American|East Asian
145	Coronary Artery Disease	10472991	intron	UGT3A1	133688	UGT3A1	133688	5	35964184	6.2550000E-006	dbGaP	0	3542	423	GWAS for Early Onset Coronary Disease (ADVANCE)	European
146	Coronary Disease	10873661	intron	LPAR3	23566	LPAR3	23566	1	84862413	6.1100000E-006	dbGaP	0	3055	221	NHLBI Family Heart Study (FamHS)	European
147	Anxiety Disorders	16823934	intergenic	YBX1P3	100861556	GAP43	2596	3	115616837	6E-6	NHGRI	26989097				European
148	Anxiety Disorders	10762651	intron	DUPD1	338599	DUPD1	338599	10	75062359	6E-6	NHGRI	25390645				African|European|African American
149	Anxiety Disorders	7141336	intergenic	RPS18P2	326320	RPS6KA5	9252	14	90819884	6E-6	NHGRI	25390645				African|European|African American
150	Anxiety Disorders	460214	intron	ERG	2078	ERG	2078	21	38634157	6E-6	NHGRI	26989097				European
151	Arrhythmias, Cardiac	482329	intergenic	LINC00184	100302691	LINC01132	100506810	1	234680808	6E-6	NHGRI	22247754				European
152	Coronary Disease	12205331	intron	ANKS1A	23294	ANKS1A	23294	6	34930678	6E-6	NHGRI	24262325				NR
153	Coronary Disease	3184504	missense	SH2B3	10019	SH2B3	10019	12	111446804	6E-6	NHGRI	21378990				European
154	Coronary Disease	16945184	intergenic	LINC00380	101930747	LINC00379	100874150	13	91102945	6E-6	NHGRI	26950853				European
155	Coronary Disease	8055236	intron	CDH13	1012	CDH13	1012	16	83178793	6E-6	NHGRI	17554300				European
156	Coronary Disease	11650066	intron	ASIC2	40	ASIC2	40	17	33960430	6E-6	NHGRI	21378988				South Asian|Asian|European
157	Death, Sudden, Cardiac	707040	intron	GALNT13	114805	GALNT13	114805	2	154370165	6E-6	NHGRI	21658281				European
158	Death, Sudden, Cardiac	6764363	intron	CHL1	10752	CHL1	10752	3	270666	6E-6	NHGRI	21658281				European
159	Depression	4746003	intergenic	C10orf35	219738	RPL5P26	100271206	10	69778536	6E-6	NHGRI	22005930				African|European|African American|Indian American
160	Depression	10792830	intergenic	PICALM	8301	FNTAP1	283226	11	86127766	6E-6	NHGRI	22005930				African|European|African American|Indian American
161	Depressive Disorder	912988	intergenic	AJAP1	55966	MIR4417	100616489	1	5294784	6E-6	NHGRI	23377640				European
162	Depressive Disorder	12049330	intron	ATXN7L2	127002	ATXN7L2	127002	1	109488566	6E-6	NHGRI	20125088				European
163	Depressive Disorder	10924309	intron	KIF26B	55083	KIF26B	55083	1	245699920	6E-6	NHGRI	26348319				East Asian
164	Depressive Disorder	17193334	intron	CNTN6	27255	CNTN6	27255	3	1355689	6E-6	NHGRI	27529621				East Asian
165	Depressive Disorder	2173763	intron	PARP15	165631	PARP15	165631	3	122610313	6E-6	NHGRI	22472876				European
166	Depressive Disorder	4585146	intergenic	PYDC2	152138	FGF12	2257	3	192100853	6E-6	NHGRI	23377640				European
167	Depressive Disorder	1822818	intergenic	RASGEF1B	153020	COX5BP1	1330	4	81541443	6E-6	NHGRI	23377640				European
168	Depressive Disorder	12210761	intron	OFCC1	266553	OFCC1	266553	6	10175803	6E-6	NHGRI	23377640				European
169	Depressive Disorder	17144465	intron	SP4	6671	SP4	6671	7	21464809	6E-6	NHGRI	20125088				European
170	Depressive Disorder	17864092	intron	GRM8	2918	GRM8	2918	7	126999550	6E-6	NHGRI	20800221				European
171	Depressive Disorder	11827962	intergenic	ANO5	203859	SLC17A6	57084	11	22291020	6E-6	NHGRI	23453885				European
172	Depressive Disorder	4238010	intergenic	OTUD4P1	360227	HSPA8P5	399988	12	4009151	6E-6	NHGRI	19107115				European
173	Depressive Disorder	1706631	intergenic	TIMM17BP1	390298	MIR3974	100616279	12	17509301	6E-6	NHGRI	23377640				European
174	Depressive Disorder	1104918	intron	NTRK3	4916	NTRK3	4916	15	88180481	6E-6	NHGRI	23453885				European
175	Depressive Disorder	12457996	intergenic	SYT4	6860	IBTKP1	100127883	18	43292308	6E-6	NHGRI	21042317				European
176	Depressive Disorder	17634917	intergenic	NLRP9	338321	RFPL4A	342931	19	55754298	6E-6	NHGRI	23377640				European
177	Depressive Disorder	1210638	ncRNA	DGCR5	26220	DGCR5	26220	22	18994050	6E-6	NHGRI	25897834				Asian|European
178	Depressive Disorder	7051085	intron	PTCHD1	139411	PTCHD1	139411	X	23356860	6E-6	NHGRI	25897834				Asian|European
179	Depressive Disorder	5990417	intergenic	RPS7P13	100130435	RPS29P28	100271402	X	95824871	6E-6	NHGRI	20038947				European
180	Heart Failure	1523288	intergenic	SLITRK3	22865	BCHE	590	3	165562421	6E-6	NHGRI	20445134				African|European
181	Heart Failure	4712709	intergenic	HDGFL1	154150	RPL6P18	100131805	6	22709510	6E-6	NHGRI	23934736				African|African American
182	Heart Failure	2597167	nearGene-5	CDK5RAP3	80279	CDK5RAP3	80279	17	47970290	6E-6	NHGRI	23934736				African|African American
183	Heart Failure	11880198	intron	GNA15	2769	GNA15	2769	19	3159771	6E-6	NHGRI	20445134				African|European
184	Stress Disorders, Post-Traumatic	4430311	nearGene-5	AKT3	10000	AKT3	10000	1	243852691	6E-6	NHGRI	23726511				African|European|African American
185	Stress Disorders, Post-Traumatic	2437772	intron	SDC2	6383	SDC2	6383	8	96500749	6E-6	NHGRI	26114229				European|Hispanic
186	Stress Disorders, Post-Traumatic	73419609	intron	UNC13C	440279	UNC13C	440279	15	54423444	6E-6	NHGRI	26114229				European|Hispanic
187	Stress Disorders, Post-Traumatic	17279437	missense	SLC6A20	54716	SLC6A20	54716	3	45772602	5.9770000E-006	dbGaP	20616382	3868	864	Genomic Predictors of Combat Stress Vulnerability and Resilience	European|African American|Hispanic|Indian American|East Asian
188	Coronary Artery Disease	4727499	intergenic	LINC01007	100506527	MYL10	93408	7	101595169	5.7540000E-006	dbGaP	0	3032	221	NHLBI Family Heart Study (FamHS)	European
